image_name,person_name,embedding
Amitabh Bachchan_16.jpg,Amitabh Bachchan,"[-0.07112228870391846, 0.1461910605430603, 0.17170023918151855, -0.973155677318573, -1.6988766193389893, 1.4638359546661377, -0.3448658585548401, 1.7130223512649536, -0.2219144105911255, -0.26850321888923645, -0.9741562604904175, -0.05900336802005768, 0.1625259667634964, 2.1454060077667236, -1.2260822057724, 0.7388461232185364, 0.7655038833618164, -0.40688514709472656, -0.4811396598815918, -1.4288958311080933, -0.0164121612906456, 0.1716282069683075, -0.47585001587867737, -0.506314754486084, 1.966711401939392, -0.3925206661224365, -0.4690113365650177, 1.1148061752319336, 0.38228487968444824, -0.11610572040081024, -1.6180639266967773, 1.8128997087478638, -1.2984461784362793, 0.11045216768980026, 0.7423571944236755, -1.3877098560333252, -0.03220184147357941, 1.1971619129180908, 0.5548064708709717, 0.23230154812335968, 0.9275920987129211, 0.5294867753982544, -0.08114109933376312, 0.3498280942440033, 0.062227874994277954, -1.52924382686615, 0.18659354746341705, -1.5195403099060059, 0.7324410080909729, 0.31717514991760254, -1.959253191947937, 0.7322283387184143, 0.9145290851593018, -0.7249716520309448, -0.2476157546043396, -0.7983646988868713, 1.942213535308838, -0.8208900690078735, -1.2137436866760254, -1.6472712755203247, -1.8355623483657837, 1.0445547103881836, 0.34846705198287964, 0.5173839330673218, -1.1131283044815063, 0.7905617356300354, 0.8593159914016724, 1.100084900856018, 0.7456809878349304, -1.1851118803024292, -0.258370578289032, 1.8846194744110107, -0.5069526433944702, -0.6421270370483398, 0.042496711015701294, -0.645657479763031, -1.4395850896835327, -0.14930841326713562, 0.9502331614494324, -0.24680839478969574, 1.8556090593338013, -1.264314889907837, -0.5050890445709229, -1.1224250793457031, 1.2291656732559204, 1.48073148727417, -0.2782878279685974, 0.48482972383499146, -1.454656720161438, 2.1256473064422607, 2.195786476135254, -0.9041851758956909, -0.4608973562717438, -0.7349051237106323, -0.17184820771217346, 3.0923099517822266, 0.7166986465454102, 0.4012211859226227, -0.17581097781658173, -0.3445678949356079, -1.0412578582763672, 1.2951853275299072, -0.37100183963775635, -1.9015475511550903, -0.8276969790458679, 0.09550249576568604, -1.5627375841140747, -0.3264717161655426, -0.5947392582893372, 1.586267352104187, -0.9066782593727112, 1.3770171403884888, 0.9265578985214233, -0.6970152854919434, -0.9234540462493896, -1.1901299953460693, -0.26562029123306274, -0.5080065727233887, 0.6943508386611938, -1.9270774126052856, 0.36416733264923096, -0.022363189607858658, 1.361338496208191, -0.15586048364639282, 1.3423715829849243, -1.0866743326187134, 0.34210115671157837, -0.2967258095741272]"
Amitabh Bachchan_18.jpg,Amitabh Bachchan,"[-1.878982663154602, -0.8046579360961914, -0.5056456923484802, 1.038496971130371, -1.1642518043518066, -0.7110781073570251, -0.27222302556037903, 1.8421189785003662, 0.37589940428733826, -0.4600070118904114, -0.7420750856399536, 0.4063602685928345, 0.041181325912475586, 1.9881476163864136, -0.8655288219451904, -0.15423649549484253, 0.9030717611312866, -0.009602710604667664, -0.3747490346431732, -1.5750315189361572, -0.3370710015296936, -0.1845109611749649, -0.3901960551738739, -0.00753479078412056, 1.3131800889968872, -0.6195871233940125, -0.2901853621006012, 0.48729249835014343, 1.295073390007019, -0.5890967845916748, -1.8349051475524902, 1.3076516389846802, -1.0813462734222412, -0.4254405200481415, 1.0908198356628418, -0.002045243978500366, -0.35591331124305725, 0.46411246061325073, -0.1004038006067276, 0.02041623927652836, 0.7859039306640625, 0.9608080983161926, -0.40111759305000305, 0.9166527986526489, -0.3184964060783386, -0.737773060798645, 0.6774988770484924, -1.93131422996521, 0.2501533627510071, 0.56947922706604, -1.6650162935256958, 1.0580896139144897, -0.1854466199874878, -0.0604095458984375, -0.21145395934581757, -0.6510356664657593, 0.9820157885551453, -0.20523487031459808, -1.2118746042251587, -0.5060268044471741, -1.2022075653076172, 0.4735174775123596, -0.9599773287773132, -1.7146211862564087, 0.5466867089271545, 2.025388479232788, 0.9135960936546326, 2.672154664993286, -0.8440130352973938, -0.03946128115057945, 0.2960180640220642, 2.155846118927002, 0.9481855630874634, -0.26413482427597046, 0.4324565529823303, -0.45590171217918396, 0.29108551144599915, 0.03621412441134453, 0.09151872247457504, 0.3577558398246765, 0.5338190793991089, -0.374825656414032, -0.40492525696754456, -2.075486898422241, -0.6631779670715332, 1.6727079153060913, -1.2949832677841187, -0.06506437063217163, -0.7389395236968994, 2.1014411449432373, 3.1933887004852295, 0.8863240480422974, -1.2483173608779907, -1.4045536518096924, -1.616239070892334, 2.920274496078491, 0.38192230463027954, 2.093787670135498, -0.4851844012737274, -0.23522122204303741, -1.2123996019363403, 0.8147645592689514, -0.04558411240577698, -2.2241382598876953, 1.1801130771636963, -0.5419665575027466, 0.5702987909317017, -0.3834455609321594, 0.8235184550285339, 1.2164679765701294, -1.2568789720535278, 1.0924984216690063, 1.9254670143127441, -1.501678705215454, -0.2625720798969269, -1.8695992231369019, 0.3717571496963501, -0.05366213619709015, 2.1223511695861816, -0.9897593259811401, -0.522579550743103, -0.6600973606109619, 0.774787187576294, 0.10107064992189407, 2.3281490802764893, -0.3329850435256958, 0.3609464168548584, 0.45791077613830566]"
Amitabh Bachchan_20.jpg,Amitabh Bachchan,"[-1.903739094734192, 0.5307834148406982, -1.050528883934021, 0.6584920883178711, -1.4019695520401, 0.29286059737205505, -1.1800081729888916, -0.9455558061599731, -0.9713230729103088, -1.20908784866333, -1.0699456930160522, 0.9403366446495056, -0.3371546268463135, 1.650275468826294, -0.0733121931552887, 0.46271854639053345, 1.9545477628707886, 0.43628811836242676, -0.1987934708595276, -0.45086613297462463, -0.032289937138557434, -0.27754947543144226, 0.4176785945892334, -1.2070587873458862, 1.3362443447113037, -1.0637613534927368, -0.9891146421432495, 1.5003300905227661, 0.7941912412643433, -0.07445988804101944, -0.8857277631759644, 1.709710717201233, -0.8999627828598022, 0.4681222438812256, 0.6576440334320068, -0.9438644647598267, 1.597522258758545, -0.1787337064743042, -0.4645974040031433, 0.6608631610870361, 0.5284159779548645, 0.03146214783191681, 0.6751656532287598, 2.501779794692993, 0.1738452911376953, -0.8100954294204712, 0.08365361392498016, -2.4282214641571045, 0.7532474994659424, 0.14094334840774536, -0.5519432425498962, -0.9598544836044312, -0.6518129706382751, 0.11180966347455978, -0.40411481261253357, -0.5007308125495911, -0.1850096732378006, 0.5358884334564209, -1.3604252338409424, -1.5242775678634644, -0.8592574596405029, 0.7848529815673828, -1.185867190361023, -1.1408098936080933, -1.6016935110092163, 1.8445994853973389, 1.1474465131759644, 1.8978993892669678, 0.25974681973457336, -1.3329609632492065, 0.08334531635046005, 1.5184789896011353, 1.220792293548584, -0.49246877431869507, 0.1702907234430313, 1.2411476373672485, 1.6881182193756104, -0.3440600633621216, 0.19456973671913147, -0.16080352663993835, 0.4640892744064331, 1.595294713973999, -1.150763988494873, -0.09886477887630463, -1.1954201459884644, 0.9782943725585938, -0.6107858419418335, -0.5516303181648254, -1.6887922286987305, 1.502332091331482, 2.4626145362854004, -1.644802212715149, -1.096680760383606, -2.0108370780944824, -1.4167462587356567, 1.5582407712936401, 0.9371265769004822, 1.15338134765625, -0.6593620181083679, -0.1646176278591156, -1.290537714958191, 0.6337619423866272, -0.40199869871139526, -1.2654438018798828, -0.2846187651157379, -1.4502027034759521, 0.5405263900756836, -0.989946722984314, 0.5684247016906738, 0.6459342837333679, -1.9806272983551025, 1.4955618381500244, 2.135117292404175, -1.3808372020721436, -0.3844722509384155, -1.414358139038086, 0.4708186686038971, -0.18982672691345215, 0.33569100499153137, -0.5246891975402832, 0.03943715989589691, -0.34245261549949646, 3.0002691745758057, 0.05121567100286484, 2.242703437805176, -0.8787443041801453, 1.0261095762252808, 1.504873275756836]"
Amitabh Bachchan_21.jpg,Amitabh Bachchan,"[-1.5738859176635742, 0.33631882071495056, -0.2590737044811249, -0.115257628262043, -1.0545761585235596, 0.20911037921905518, -1.4733248949050903, 0.995118260383606, -0.11129192262887955, -0.6489344835281372, -1.2021737098693848, 0.8991066813468933, -0.1117405891418457, 1.7952865362167358, -0.8401095867156982, 0.34551388025283813, 1.2006745338439941, 0.5964579582214355, -0.2851882576942444, -1.5625158548355103, -0.1514756828546524, 0.05206688866019249, -0.4161463975906372, -0.6862084269523621, 0.9246939420700073, -2.054316759109497, -1.4465689659118652, 1.1862605810165405, 0.5736109018325806, -0.13644708693027496, -1.100576400756836, 1.1368987560272217, -0.6194602251052856, -0.3358340263366699, 1.3999704122543335, -1.0282725095748901, 1.2024177312850952, 0.21054399013519287, -0.2646271586418152, 0.7359097003936768, 0.9293823838233948, -0.1521306186914444, 0.5857198238372803, 1.800187110900879, -0.13835269212722778, -0.9920821785926819, 0.029359128326177597, -1.9185881614685059, 1.0988411903381348, 0.1723320335149765, -1.4061046838760376, -0.17066295444965363, 1.0675071477890015, 0.4186025559902191, -0.6848134398460388, -1.1517184972763062, -0.2715517282485962, -1.0206974744796753, -1.04213285446167, -1.1019062995910645, -1.288673996925354, 1.2983839511871338, -1.4860947132110596, -1.098098635673523, -0.5783153176307678, 1.5416349172592163, 1.4575114250183105, 1.4624933004379272, 0.07000486552715302, -0.8512794971466064, -0.12002727389335632, 1.8624796867370605, 0.9179025888442993, -1.201804757118225, -0.33938831090927124, -0.16218706965446472, 1.2315422296524048, 0.04301801323890686, 1.1742819547653198, -0.40594834089279175, 1.4924033880233765, -0.20605729520320892, -0.7635442018508911, -1.214393138885498, -0.861254096031189, 0.8880062103271484, -1.3542277812957764, -0.5235457420349121, -0.8111276626586914, 2.545095920562744, 2.637223482131958, -0.22550714015960693, -2.4454071521759033, -1.991591453552246, -1.2113193273544312, 2.3890509605407715, 1.1010184288024902, 0.5973220467567444, -0.07570817321538925, 0.34783869981765747, -0.6767719984054565, 1.349936842918396, -0.5639674663543701, -1.497306227684021, -0.21785128116607666, 0.27431267499923706, 0.1017235815525055, -1.2425916194915771, 0.20216862857341766, 1.091420292854309, -1.5746687650680542, 1.4348151683807373, 1.2094076871871948, -1.3754768371582031, -0.7815205454826355, -2.179723024368286, 0.15877440571784973, -0.5975959897041321, 0.6180866956710815, -1.4640214443206787, -0.7696024179458618, -1.2901580333709717, 1.8188631534576416, 0.31103256344795227, 2.3963680267333984, -0.6353036761283875, 1.497674822807312, 0.543233335018158]"
Amitabh Bachchan_22.jpg,Amitabh Bachchan,"[-0.6150414943695068, 0.1783977746963501, -0.7149713635444641, 0.5334847569465637, -0.9141471982002258, 1.1407995223999023, -0.9517704844474792, 0.8394049406051636, 0.1934918463230133, -0.7667694687843323, -1.3270643949508667, 0.5972164273262024, 0.8953128457069397, 2.1170670986175537, -0.57323157787323, 0.2605828046798706, 1.4017963409423828, -0.5389965772628784, -0.9620612859725952, -0.7822927832603455, -0.2005537897348404, 0.6909695267677307, -1.38336181640625, 0.17892484366893768, 1.5707567930221558, -0.9473251700401306, -0.8405672907829285, 0.5520874261856079, 1.940724492073059, -0.47015833854675293, -0.6729674339294434, 1.5853924751281738, -1.9291247129440308, -0.09745393693447113, 0.671825110912323, -1.4699772596359253, 0.24750906229019165, -0.06770183891057968, -0.9797101616859436, 0.666111946105957, 1.3839375972747803, 0.6973986625671387, 0.988400936126709, 1.8161931037902832, -0.3562198281288147, -0.6714493036270142, 0.9944180250167847, -1.8046809434890747, 1.540223479270935, 0.4344850778579712, -1.5979872941970825, 0.09193752706050873, 0.293505996465683, -0.018012166023254395, -0.47673216462135315, -1.9144132137298584, 0.605259120464325, -1.1511067152023315, -1.6802780628204346, -1.0516878366470337, -1.9831054210662842, 1.3389219045639038, -0.379334032535553, 0.13470317423343658, -1.1198339462280273, 2.16709303855896, 1.0827299356460571, 1.6918781995773315, 1.1324011087417603, -1.7203160524368286, 0.18221187591552734, 1.8258167505264282, 0.22025294601917267, -0.39703303575515747, -0.13051415979862213, -0.07784363627433777, 0.4510546624660492, -0.11260965466499329, 0.8780168294906616, 0.292755126953125, 0.6261659860610962, -0.4920932352542877, -0.41142675280570984, -1.1337792873382568, 0.31161969900131226, 1.1042141914367676, -1.1462392807006836, -0.19105643033981323, -0.917648196220398, 1.7592979669570923, 3.207979202270508, -0.3471268117427826, -0.8636006712913513, -1.3754574060440063, -0.14954179525375366, 3.5357022285461426, 1.3082677125930786, 1.6728672981262207, -0.32262787222862244, -0.5217345952987671, -0.6096084713935852, 1.3539083003997803, -0.4424712061882019, -1.0352835655212402, -0.7370148301124573, 0.08153289556503296, -0.4733733832836151, -0.4852803647518158, -0.24281488358974457, 0.46012070775032043, -1.4630249738693237, 1.5334739685058594, 1.7168065309524536, -1.9517121315002441, -0.9544389843940735, -1.5539789199829102, -0.26936519145965576, -0.09348827600479126, 0.8511463403701782, -1.9130667448043823, -0.0017710104584693909, -0.5895746946334839, 2.2307627201080322, -0.5049139857292175, 1.9072002172470093, -1.1378417015075684, 0.4601452648639679, 0.21462778747081757]"
Amitabh Bachchan_23.jpg,Amitabh Bachchan,"[-1.5228872299194336, -0.41075336933135986, -0.8812012672424316, 0.389186829328537, 0.34776416420936584, 0.5301138162612915, -0.8959190249443054, 1.4285320043563843, 0.40732356905937195, -0.39852574467658997, -0.9462532997131348, 0.5188272595405579, -0.2895667552947998, 2.5170254707336426, -1.1766457557678223, 0.18173140287399292, 1.2017285823822021, -0.46323615312576294, -1.1185827255249023, -1.0051831007003784, -0.07179087400436401, 0.29739680886268616, -1.4559813737869263, -0.42099615931510925, 0.8759042620658875, -1.1083593368530273, 0.12362100183963776, -0.08395610749721527, 1.6154935359954834, -0.23232534527778625, 0.13940009474754333, 1.6209834814071655, -0.14216025173664093, -0.9613696932792664, -0.0606367364525795, 0.03303631767630577, -0.42092910408973694, 0.38508784770965576, -0.5381017923355103, 0.7137713432312012, 1.3877414464950562, 0.4201323390007019, -0.15078473091125488, 1.6025506258010864, -0.3852746784687042, -1.1426540613174438, 0.017995290458202362, -1.5441255569458008, 0.4681820273399353, 0.5120687484741211, -2.582146406173706, 0.944149374961853, 0.31549468636512756, 0.4455154240131378, -0.08943270146846771, -1.0480444431304932, 0.38025468587875366, -1.1254891157150269, -1.5596281290054321, -1.641394853591919, -2.6620092391967773, 0.6404725909233093, -0.8782763481140137, -0.34618350863456726, -0.7274110317230225, 1.8544893264770508, 0.7486101388931274, 2.509099006652832, 0.48246777057647705, -1.2035424709320068, -0.7196366190910339, 2.2710952758789062, -0.14507174491882324, -0.35057711601257324, -0.46045342087745667, -0.19972500205039978, 0.09595806896686554, -0.993958592414856, 0.14005684852600098, 0.45416510105133057, 0.3114520013332367, -0.5316158533096313, -0.19659177958965302, -0.946417510509491, 0.7927789092063904, 1.6388297080993652, -1.4288867712020874, 0.7251171469688416, -0.7330135107040405, 2.379657745361328, 2.4434521198272705, 0.14930769801139832, -0.59541255235672, -1.2628692388534546, -1.0400110483169556, 2.6017677783966064, 0.43783050775527954, 1.3169831037521362, -0.09671620279550552, -0.36639928817749023, -1.3476922512054443, 1.5593526363372803, -0.6795927882194519, -1.985702633857727, 0.22933423519134521, -0.45137202739715576, 0.13302122056484222, -0.35138270258903503, 0.430402934551239, 0.8015968799591064, -1.1420507431030273, 1.6398004293441772, 1.470853328704834, -1.4680535793304443, -0.7328202724456787, -1.112831473350525, 0.18601709604263306, -0.09598979353904724, 1.4301519393920898, -1.755254864692688, 0.020228412002325058, 0.192886084318161, 1.597702980041504, -0.6063694953918457, 2.1251730918884277, -1.2669368982315063, 0.38227415084838867, 1.425188660621643]"
Amitabh Bachchan_25.jpg,Amitabh Bachchan,"[-1.4397599697113037, -0.7191098928451538, 0.5313013792037964, -1.1964508295059204, -1.386478304862976, 0.2979980707168579, -0.8631351590156555, 1.4488338232040405, 0.6115262508392334, -0.5735905170440674, -0.8745797872543335, 0.2775520384311676, -0.6380799412727356, 1.9211980104446411, -0.6369147300720215, 0.7623592019081116, 0.46410584449768066, 0.17541028559207916, -1.297178030014038, -1.862956166267395, -0.3119906485080719, -0.8216974139213562, -0.34398314356803894, -0.2856079638004303, 1.2809172868728638, -0.7240738272666931, 0.0859944298863411, 1.0316529273986816, 0.6714679598808289, -0.23712484538555145, -1.5696909427642822, 1.2328448295593262, -0.8404021263122559, -0.12876684963703156, 0.778308629989624, -0.7508615255355835, -0.20678845047950745, 0.8663914799690247, -0.13454470038414001, 0.5089964866638184, 1.1289398670196533, -0.5939757823944092, -0.4310389459133148, 1.0284461975097656, 0.31485387682914734, -1.852485179901123, -0.5940842032432556, -2.189789295196533, 1.1935300827026367, -0.009454406797885895, -1.4920454025268555, -0.5317404866218567, 1.2131071090698242, -1.1206294298171997, 0.24890168011188507, -1.1808727979660034, 0.9537083506584167, -0.8258293271064758, -1.4851082563400269, -1.372170329093933, -1.859446406364441, 1.271346926689148, -1.2545987367630005, -0.4423360228538513, -1.6437329053878784, 1.832166314125061, 0.43221452832221985, 1.6532797813415527, 0.9065931439399719, -0.9920626878738403, -0.5734253525733948, 1.838875651359558, 0.0839180201292038, -2.0134847164154053, 0.703715980052948, -0.4149627387523651, -0.9528357982635498, -0.19081255793571472, 0.6291355490684509, -0.10539048910140991, 0.4003303349018097, -0.7756067514419556, -0.5387802720069885, -2.233588457107544, 0.6067963242530823, 1.552391767501831, -1.3252220153808594, 1.1474329233169556, -0.45877835154533386, 2.2965142726898193, 2.403428316116333, -1.1466902494430542, -1.1323871612548828, -0.7177225351333618, -0.10983067750930786, 2.1261188983917236, 0.22737351059913635, 1.0401712656021118, 0.31004083156585693, 0.30378273129463196, 0.19128233194351196, 1.7640122175216675, -0.23862695693969727, -1.7764911651611328, 0.01607997715473175, 0.16469748318195343, -0.13704802095890045, -0.7854272127151489, -0.9261468648910522, 1.7503368854522705, -0.49081146717071533, 1.8672807216644287, 0.3564002215862274, -1.9318673610687256, -1.3011870384216309, -0.7124353647232056, 0.48885855078697205, -0.42252713441848755, 0.011210188269615173, -1.983560562133789, 0.6159837245941162, 0.03510769456624985, 1.715508222579956, -1.224056601524353, 1.1557846069335938, -1.1862375736236572, 0.2748505473136902, 0.8220803141593933]"
Amitabh Bachchan_26.jpg,Amitabh Bachchan,"[-1.8853451013565063, -0.37955814599990845, 0.7531939744949341, -0.8618320822715759, -1.0667444467544556, 0.18713858723640442, -0.21491815149784088, 1.7457218170166016, -0.19614344835281372, 0.6551172137260437, -0.639849841594696, 1.1114875078201294, 0.0628347396850586, 1.184558391571045, -0.5022792816162109, -0.012934928759932518, 1.4657907485961914, -0.07385828346014023, -0.3194423317909241, -2.7656493186950684, -0.16909781098365784, -0.9687206745147705, -1.3478686809539795, -0.5214195847511292, 0.2376471757888794, -1.049367070198059, 0.6059905886650085, 0.7005566954612732, 0.7624564170837402, -0.9211790561676025, -0.9330608248710632, 0.09354208409786224, 0.1988135576248169, -1.3515526056289673, 1.423600435256958, -1.1398611068725586, 0.0583525188267231, 0.21696892380714417, -1.0992887020111084, -0.47303518652915955, 0.711351215839386, -0.2147001177072525, 0.26964107155799866, 1.5015223026275635, -0.3203912675380707, -1.2839056253433228, -0.058188535273075104, -1.6795355081558228, 1.14865243434906, -0.14383810758590698, -1.6693084239959717, 0.18320825695991516, 1.3605786561965942, -0.4576781094074249, 0.05769328400492668, -0.21446019411087036, 0.7144414782524109, -0.5448188781738281, -1.6134675741195679, -1.9981657266616821, -2.604672431945801, 1.4054653644561768, -0.6449028253555298, 0.591460108757019, -0.707621693611145, 1.3264515399932861, -0.11099637299776077, 1.3456016778945923, 0.6905032396316528, -0.31691864132881165, 0.2726867198944092, 1.7506967782974243, -0.4424915015697479, -1.8165346384048462, 0.4689057171344757, -0.5470775365829468, -0.06839816272258759, -0.01935357227921486, 0.7215506434440613, -0.05847927927970886, 0.26075413823127747, -0.8002830743789673, -0.561577558517456, -3.4208476543426514, 1.2071030139923096, 1.2069982290267944, -1.6155725717544556, 0.981562614440918, -0.5741344690322876, 2.1082630157470703, 0.8203684687614441, -0.17521347105503082, -0.505562961101532, 0.02943078987300396, 0.3583713173866272, 1.4291980266571045, 0.49220940470695496, 1.1586494445800781, 1.3600997924804688, 0.4892734885215759, 0.43324941396713257, 2.6071128845214844, 1.360047698020935, -0.9634506702423096, -0.018628574907779694, 1.3013339042663574, -0.07015374302864075, -0.5157854557037354, -0.6641525030136108, 0.8021544218063354, -1.1118974685668945, 2.329514503479004, -0.2747134864330292, -0.6657967567443848, -2.0714309215545654, -0.4736970067024231, 1.019809603691101, 0.11858927458524704, 0.45653554797172546, -1.5264899730682373, 0.01567349210381508, -0.20630866289138794, 1.5349693298339844, -0.32824963331222534, 1.270104169845581, -0.015369445085525513, 0.8464190363883972, 1.1768760681152344]"
Amitabh Bachchan_27.jpg,Amitabh Bachchan,"[-0.8571741580963135, 0.35687217116355896, -0.7461287975311279, 0.3828757405281067, 0.3026045560836792, -0.1477091759443283, -0.4301484227180481, 1.3105223178863525, 0.6023588180541992, -0.7783157825469971, -0.5963895320892334, 1.8519600629806519, -0.09959328174591064, 1.2304991483688354, -0.37372320890426636, 0.19012661278247833, -0.43559059500694275, 0.2906891703605652, 0.09104538708925247, 0.5867164134979248, -0.06532616913318634, 0.33252212405204773, -0.2662900984287262, -0.8288384675979614, 1.1323949098587036, -0.5485437512397766, -0.7358046174049377, 0.04793683439493179, 1.2796558141708374, -1.253496527671814, -1.2471288442611694, 1.0315800905227661, -1.0378772020339966, -0.8328925967216492, -0.031140506267547607, 0.0865359902381897, -0.45407670736312866, 0.16336287558078766, -0.27779635787010193, -0.24555271863937378, 0.9085915088653564, 2.1021904945373535, -1.2508236169815063, 1.7553223371505737, -0.037984348833560944, -0.6015739440917969, -1.4190120697021484, -1.542829155921936, 0.17558236420154572, 1.144928216934204, -1.9600824117660522, 0.6462841629981995, -0.20976606011390686, -0.24953505396842957, 0.2417900413274765, -1.3324217796325684, 1.0165417194366455, 0.07786661386489868, -1.1995534896850586, -1.5492851734161377, -0.40790969133377075, 0.8527615070343018, -1.0121747255325317, -1.3235375881195068, -1.355784296989441, 2.3434338569641113, 0.7800614237785339, 1.4719985723495483, 0.23697519302368164, -0.8490936756134033, -0.9392330050468445, 1.7216427326202393, -0.9820745587348938, 0.24193955957889557, 0.1613338440656662, -0.46991583704948425, -0.8290513753890991, 0.4991511404514313, -0.2822691798210144, 0.7636123895645142, 0.09346162527799606, -0.4945736229419708, -0.8980287313461304, -1.2989190816879272, 0.2069733440876007, 0.5715734958648682, -0.8364870548248291, 0.7649434804916382, -1.005061388015747, 1.192768931388855, 2.0870413780212402, -0.2587912678718567, -0.7960213422775269, -0.9791337847709656, -1.4213358163833618, 1.1131187677383423, 0.29218968749046326, 0.1979634314775467, -0.3621005713939667, -0.6545463800430298, -2.055994749069214, 0.8863662481307983, -0.9758882522583008, -2.307533025741577, 0.9970147013664246, -0.7617321014404297, 1.135960340499878, -0.555488109588623, 0.2724558413028717, 1.9877040386199951, -0.29762279987335205, 1.1449241638183594, 1.6791281700134277, -1.3875255584716797, -0.29906901717185974, 1.0648115873336792, -0.5014684200286865, -0.6247802972793579, 1.2133737802505493, -0.9176302552223206, -0.44713592529296875, 0.5378462076187134, 0.9229138493537903, -0.7288987040519714, 2.6021320819854736, -2.2018580436706543, -0.6545195579528809, 0.6638811230659485]"
Amitabh Bachchan_28.jpg,Amitabh Bachchan,"[-1.6376712322235107, -0.4011220633983612, -0.12060217559337616, -0.020680971443653107, -0.49736204743385315, 0.02723555825650692, -0.8306766152381897, 1.5291389226913452, 0.4295564889907837, 0.0014851409941911697, -1.8388800621032715, 0.4183086156845093, 0.16256998479366302, 1.7080637216567993, -0.656805157661438, 0.3522995710372925, 0.7721319198608398, 0.17166122794151306, -0.6259776949882507, -1.3481097221374512, 0.5377016067504883, -0.5088096857070923, -0.35789188742637634, -0.3026982545852661, 0.5856294631958008, -0.8287497162818909, -0.7971903085708618, 1.807002067565918, 0.6257549524307251, -0.26353320479393005, -1.6448744535446167, 2.1382646560668945, -1.7085012197494507, -0.598274290561676, 0.8584492802619934, -1.3492704629898071, -0.5666962265968323, -0.07706625014543533, -0.3364795446395874, 0.09621533751487732, 0.4542556703090668, -0.3444680869579315, -0.29896262288093567, 0.9853880405426025, -0.05346473306417465, -1.329696774482727, 1.0101027488708496, -1.9413373470306396, 0.6560656428337097, 0.11427224427461624, -1.5344256162643433, 1.078397274017334, -0.15617650747299194, -0.2929069697856903, -0.27328431606292725, -1.58028244972229, 0.6913581490516663, -0.4746485948562622, -1.288036823272705, -0.40923598408699036, -1.697367548942566, 0.4090604782104492, -0.7960948944091797, -0.7259035706520081, -0.26715463399887085, 1.4937227964401245, 1.8918441534042358, 2.0597434043884277, 0.8575373888015747, -0.6354076862335205, -0.4898344576358795, 1.6328524351119995, 0.968997597694397, -0.31077587604522705, 0.011542893014848232, 0.030802804976701736, 0.06445996463298798, -0.5375006198883057, 0.15682730078697205, -0.5144582986831665, 0.7695534229278564, -0.1966160237789154, 0.19039389491081238, -1.556171178817749, -1.1771879196166992, 1.293652892112732, -1.051426649093628, -0.9254001379013062, -0.864066481590271, 2.567978858947754, 2.816776752471924, -0.8886238932609558, -2.126173973083496, -1.7896758317947388, -0.8121904730796814, 2.8969645500183105, 0.14644578099250793, 1.3174238204956055, 0.021075822412967682, 0.19403232634067535, -1.209491491317749, 1.5429203510284424, -0.9564856290817261, -1.8818913698196411, -0.12554696202278137, -0.3693464398384094, -0.3158933222293854, -0.19450339674949646, 0.9378710389137268, 1.5021640062332153, -1.9179911613464355, 1.555384874343872, 0.9323122501373291, -1.3244843482971191, -0.016119277104735374, -1.4163496494293213, 0.460727721452713, -0.8212217688560486, 0.18995779752731323, -2.05873703956604, 0.37153738737106323, -0.22063152492046356, 0.8549584746360779, -0.14493562281131744, 1.8514095544815063, -1.2569385766983032, 0.7060976028442383, -0.23322689533233643]"
